time,cont,conterr
-2.0,-0.6077578975902931,0.3096084892749786
-1.4581700826198838,-0.5166544664456176,0.336930900812149
-1.4551308372123355,-0.1482829228170246,0.4551373124122619
-1.376877942829946,-0.8735367207413722,0.2630594074726105
-1.3754043692990119,-0.8009257463144235,0.294876754283905
-1.361589617446492,-1.018338261865325,0.3168245553970337
-1.2804816743479255,-0.7047476966113158,0.2779624164104461
-1.2789467019198677,-0.5743390081024446,0.3387189209461212
-0.8748345107850952,1.0628128398136005,0.6926991939544678
-0.8732227897356413,-0.26536402250667646,0.3850862085819244
-0.8640283048915673,-0.6352550863171651,0.2960624694824219
-0.8335284027460668,-0.34312976383244287,0.3533574044704437
-0.8228449946467862,-0.7342027064494883,0.2676245868206024
-0.32684935396847536,2.0,0.9029780030250548
-0.32074016370481173,-0.2826688078037438,0.4380470812320709
-0.2870475189089372,-1.3251046329575007,0.2468348145484924
-0.2855125464808794,-0.3498616472256828,0.4238925278186798
-0.28397757405282165,-0.7422607480305627,0.2580728232860565
-0.2426407665652257,0.29935607157693056,0.4189079105854034
0.22879531526414976,-0.2972722147266391,0.3425662219524383
0.23194200874167237,-1.8895927544910847,0.1876604706048965
0.25338557356164104,1.1921375467557853,0.8379210829734802
0.2563941195206332,0.43980379323459795,0.4548720121383667
0.26865854922081134,-1.4920133869167267,0.2854474186897278
0.2718052426983344,0.861474189369007,0.6955882906913757
0.7691823585618884,-0.01758324305995318,0.387577474117279
0.7767804720807696,0.30448560659079904,0.4745014309883117
0.7937265676865288,-0.0760263491791906,0.4888442456722259
0.7952615401145864,0.1437911525549862,0.5613701939582825
0.7967351136455205,-0.010341197339520436,0.5007016062736511
0.7983314849707019,1.4897820142424192,0.9181607961654664
0.8335744519189068,0.4380670809450824,0.863858699798584
0.8352015226926444,-0.4719889589889106,0.677839994430542
0.8396682924582977,-0.3072198853639607,0.6137720942497253
0.839791090252545,-1.5262429950082508,0.464048683643341
0.8427535870386968,1.0611673251212892,0.8430047035217285
0.842876384832933,0.474066714010803,0.7520543336868286
0.8443806578124349,-0.5266579193383638,0.458728164434433
0.8473124551500191,-0.3945803395378895,0.3404103517532348
0.8503670502818621,-0.40589894259024684,0.4071530997753143
0.8520401702284399,-0.2415384853241751,0.5906040072441101
0.8565990383397732,-0.02349327613556862,0.5796573758125305
0.8580572621464233,-1.3178083922815995,0.2147382646799087
0.8841517934234053,0.7745372350677848,0.8106323480606079
0.8872524377280882,-2.0,0.2069501280784607
0.8887567107075789,0.8591131940700949,0.7743946313858032
1.3109815764934374,-1.061773178959824,0.3125632107257843
1.3401921017993748,0.2040605606467114,0.5546738505363464
1.3432313472069226,-0.4025433080361698,0.4359516501426697
1.3448123688078204,-0.4949874510539618,0.3140226304531097
1.3601620930883978,1.3686419205917124,0.9008339643478394
1.361589617446492,-0.11205084307272406,0.4727104902267456
1.3631092401502771,-1.177561556832038,0.206102579832077
1.3632320379445133,-0.12572083516714572,0.4105028510093689
1.3662866330763563,0.14211727260639329,0.4085164666175842
1.3677141574344507,1.4722984618651185,0.9764341115951538
1.3678369552286869,0.004524011003905315,0.5231733918190002
1.3800399860317527,-1.7032543978000434,0.3629694581031799
1.3862566243653798,-0.6446030874014765,0.5529923439025879
1.3877608973448812,-0.6158921707975975,0.5274395942687988
1.3923811643533384,0.5860819355989171,0.6966421604156494
1.393916136781396,1.1462226074803055,0.8593462109565735
1.39538971031233,0.5930283724712715,0.5715174078941345
1.3968479341189806,-0.3103636875245439,0.3475416004657745
1.4031259713497426,0.4280042589112978,0.7836839556694031
1.4045381459835533,-0.776689077830264,0.449298232793808
1.4060577686873272,-0.09217739416883708,0.4107726514339447
1.4091430632677264,0.5580334796604003,0.5741008520126343
1.410678035695784,-0.19469812956284316,0.4480788707733154
1.4122744070209654,0.05648042003667264,0.6521458029747009
1.4290823551081937,-1.3356652487474245,0.4382442831993103
1.433717971840934,-1.1441067984881435,0.3855132162570953
1.4352222448204244,-0.18918496270360463,0.5462623238563538
1.4429124566849971,-1.7218523172002453,0.3825859129428863
1.444432079388771,-0.30865348520564306,0.4483204483985901
1.8804870467514219,-1.0589354164755551,0.4702655971050262
1.8835569916075374,-0.0014270857275966442,0.5851882100105286
1.8973103445629338,-0.7121968746682388,0.312345951795578
1.90506195532463,-1.3598139354628578,0.2071594893932342
1.9096361731602358,-0.4585809332292998,0.3110405206680298
1.9265515693174384,0.8293131835568142,0.7444592714309692
1.934226431457727,-0.1547924193028043,0.4084892868995666
1.9357307044372174,0.08670566202261165,0.6164019107818604
1.9388466984661732,-0.1457118267245654,0.5802429914474487
1.9403663211699582,0.6639544589213986,0.6305363178253174
1.9418859438737321,0.11568584241822055,0.4925979077816009
1.9434362660260738,0.5592436206517983,0.9513813257217408
1.9526461005944205,-0.07210926395663919,0.5885003805160522
1.9541503735739107,-1.4559184746253662,0.3868867456912994
1.9724625946406404,-0.49701564933451925,0.3778317272663116
1.9770675119248136,-0.3793921053472473,0.3290065228939056
1.9800607081595327,-0.06438851330806705,0.3986334502696991
1.9817031286575544,-1.0642871734826034,0.2866427898406982
1.9862926962174439,-0.5601792205944953,0.3224556148052215
1.9877969691969342,-0.7058284623495445,0.3071246445178985
1.9893472913492758,-0.42607810134188684,0.4043367207050323
1.9908822637773333,-0.5645633842884104,0.4650594294071197
1.9954871810615065,-1.3566916546158991,0.3343973755836487
1.9985264264690659,-0.32898007732418333,0.465312123298645
2.0,-1.0452681866953393,0.4240689873695373
